district,y,m,rainfall
Adan Yabaal,2016,8,13.83
Afgooye,2016,8,10.61
Afmadow,2016,8,15.41
Baardheere,2016,8,6.25
Badhaadhe,2016,8,23.74
Baki,2016,8,20.64
Balcad,2016,8,14.27
Banadir,2016,8,24.65
Bandarbeyla,2016,8,2.2
Baraawe,2016,8,27.78
Baydhaba,2016,8,13.45
Belet Weyne,2016,8,5.86
Belet Xaawo,2016,8,4.85
Berbera,2016,8,2.76
Borama,2016,8,62.38
Bossaso,2016,8,4.69
Bu'aale,2016,8,13.97
Bulo Burto,2016,8,7.09
Burco,2016,8,7.11
Burtinle,2016,8,0.88
Buuhoodle,2016,8,0.55
Buur Hakaba,2016,8,13.77
Cabudwaaq,2016,8,3.18
Cadaado,2016,8,1.74
Cadale,2016,8,14.04
Caluula,2016,8,1.58
Caynabo,2016,8,1.84
Ceel Afweyn,2016,8,2.82
Ceel Barde,2016,8,10.98
Ceel Buur,2016,8,2.03
Ceel Dheer,2016,8,12.34
Ceel Waaq,2016,8,7.01
Ceerigaabo,2016,8,6.12
Dhuusamarreeb,2016,8,1.69
Diinsoor,2016,8,8.55
Doolow,2016,8,0.23
Eyl,2016,8,0.47
Gaalkacyo,2016,8,0.54
Galdogob,2016,8,0.35
Garbahaarey,2016,8,4.84
Garoowe,2016,8,0.9
Gebiley,2016,8,34.95
Hargeysa,2016,8,20.51
Hobyo,2016,8,1.62
Iskushuban,2016,8,2.59
Jalalaqsi,2016,8,4.47
Jamaame,2016,8,30.93
Jariiban,2016,8,0.11
Jilib,2016,8,28.75
Jowhar,2016,8,3.97
Kismaayo,2016,8,24.97
Kurtunwaarey,2016,8,21.6
Laas Caanood,2016,8,0.67
Laasqoray,2016,8,4.6
Lughaye,2016,8,2.61
Luuq,2016,8,2.17
Marka,2016,8,24.58
Owdweyne,2016,8,19.67
Qandala,2016,8,4.68
Qansax Dheere,2016,8,7.3
Qardho,2016,8,2.46
Qoryooley,2016,8,19.57
Rab Dhuure,2016,8,2.48
Saakow,2016,8,6.19
Sablaale,2016,8,15.18
Sheikh,2016,8,29.06
Taleex,2016,8,1.47
Tayeeglow,2016,8,14.46
Waajid,2016,8,7.87
Wanla Weyn,2016,8,5.07
Xarardheere,2016,8,10.53
Xudun,2016,8,0.71
Xudur,2016,8,8.53
Zeylac,2016,8,13.87
Adan Yabaal,2016,9,1.53
Afgooye,2016,9,4.97
Afmadow,2016,9,12.44
Baardheere,2016,9,6.93
Badhaadhe,2016,9,20.35
Baki,2016,9,10.69
Balcad,2016,9,3.28
Banadir,2016,9,7.14
Bandarbeyla,2016,9,3.67
Baraawe,2016,9,8.61
Baydhaba,2016,9,7.45
Belet Weyne,2016,9,3.32
Belet Xaawo,2016,9,2.01
Berbera,2016,9,5.12
Borama,2016,9,35.21
Bossaso,2016,9,8.05
Bu'aale,2016,9,11.45
Bulo Burto,2016,9,2.57
Burco,2016,9,10.98
Burtinle,2016,9,3.09
Buuhoodle,2016,9,4.99
Buur Hakaba,2016,9,8.67
Cabudwaaq,2016,9,4.91
Cadaado,2016,9,2.63
Cadale,2016,9,1.86
Caluula,2016,9,3.38
Caynabo,2016,9,7.51
Ceel Afweyn,2016,9,13.4
Ceel Barde,2016,9,7.52
Ceel Buur,2016,9,1.73
Ceel Dheer,2016,9,1.44
Ceel Waaq,2016,9,4.81
Ceerigaabo,2016,9,15.13
Dhuusamarreeb,2016,9,2.25
Diinsoor,2016,9,7.92
Doolow,2016,9,1.41
Eyl,2016,9,2.77
Gaalkacyo,2016,9,1.88
Galdogob,2016,9,2.92
Garbahaarey,2016,9,2.51
Garoowe,2016,9,3.1
Gebiley,2016,9,28.55
Hargeysa,2016,9,21.85
Hobyo,2016,9,2.16
Iskushuban,2016,9,3.28
Jalalaqsi,2016,9,2.01
Jamaame,2016,9,13.19
Jariiban,2016,9,1.89
Jilib,2016,9,12.22
Jowhar,2016,9,2.43
Kismaayo,2016,9,14.62
Kurtunwaarey,2016,9,9.98
Laas Caanood,2016,9,3.86
Laasqoray,2016,9,8.97
Lughaye,2016,9,3.36
Luuq,2016,9,2.5
Marka,2016,9,6.37
Owdweyne,2016,9,23.6
Qandala,2016,9,6.74
Qansax Dheere,2016,9,3.58
Qardho,2016,9,3.97
Qoryooley,2016,9,7.82
Rab Dhuure,2016,9,5.7
Saakow,2016,9,9.88
Sablaale,2016,9,10.25
Sheikh,2016,9,16.92
Taleex,2016,9,6.4
Tayeeglow,2016,9,7.84
Waajid,2016,9,9.31
Wanla Weyn,2016,9,4.39
Xarardheere,2016,9,1.14
Xudun,2016,9,4.46
Xudur,2016,9,17.1
Zeylac,2016,9,8.16
Adan Yabaal,2016,10,39.93
Afgooye,2016,10,25.62
Afmadow,2016,10,16.79
Baardheere,2016,10,18.47
Badhaadhe,2016,10,11.78
Baki,2016,10,12.81
Balcad,2016,10,34.34
Banadir,2016,10,22.03
Bandarbeyla,2016,10,7.99
Baraawe,2016,10,16.96
Baydhaba,2016,10,34.35
Belet Weyne,2016,10,23.35
Belet Xaawo,2016,10,13.09
Berbera,2016,10,22.81
Borama,2016,10,9.62
Bossaso,2016,10,9.4
Bu'aale,2016,10,20.22
Bulo Burto,2016,10,20.76
Burco,2016,10,21.85
Burtinle,2016,10,23.26
Buuhoodle,2016,10,30.39
Buur Hakaba,2016,10,22.85
Cabudwaaq,2016,10,20.16
Cadaado,2016,10,13.95
Cadale,2016,10,38.28
Caluula,2016,10,2.83
Caynabo,2016,10,19.37
Ceel Afweyn,2016,10,26.32
Ceel Barde,2016,10,32.9
Ceel Buur,2016,10,14.04
Ceel Dheer,2016,10,30.91
Ceel Waaq,2016,10,14.94
Ceerigaabo,2016,10,14.86
Dhuusamarreeb,2016,10,18.03
Diinsoor,2016,10,21.35
Doolow,2016,10,11.69
Eyl,2016,10,11.72
Gaalkacyo,2016,10,18.56
Galdogob,2016,10,22.45
Garbahaarey,2016,10,21.9
Garoowe,2016,10,19.35
Gebiley,2016,10,13.54
Hargeysa,2016,10,16.28
Hobyo,2016,10,12.94
Iskushuban,2016,10,4.32
Jalalaqsi,2016,10,28.43
Jamaame,2016,10,9.42
Jariiban,2016,10,12.21
Jilib,2016,10,17.22
Jowhar,2016,10,35.58
Kismaayo,2016,10,13.25
Kurtunwaarey,2016,10,27.9
Laas Caanood,2016,10,32.22
Laasqoray,2016,10,11.72
Lughaye,2016,10,12.66
Luuq,2016,10,23.08
Marka,2016,10,13.75
Owdweyne,2016,10,16.54
Qandala,2016,10,9.31
Qansax Dheere,2016,10,28.54
Qardho,2016,10,11.04
Qoryooley,2016,10,27.23
Rab Dhuure,2016,10,37.65
Saakow,2016,10,20.74
Sablaale,2016,10,29.51
Sheikh,2016,10,21.71
Taleex,2016,10,16.98
Tayeeglow,2016,10,23.09
Waajid,2016,10,44.85
Wanla Weyn,2016,10,31.38
Xarardheere,2016,10,7.98
Xudun,2016,10,17.09
Xudur,2016,10,47.22
Zeylac,2016,10,10.69
Adan Yabaal,2016,11,20.93
Afgooye,2016,11,49.6
Afmadow,2016,11,102
Baardheere,2016,11,89.44
Badhaadhe,2016,11,94.45
Baki,2016,11,14.27
Balcad,2016,11,45.02
Banadir,2016,11,63.06
Bandarbeyla,2016,11,6.18
Baraawe,2016,11,49.05
Baydhaba,2016,11,25.88
Belet Weyne,2016,11,8.07
Belet Xaawo,2016,11,24.29
Berbera,2016,11,4.53
Borama,2016,11,21.89
Bossaso,2016,11,1.22
Bu'aale,2016,11,94.88
Bulo Burto,2016,11,12.63
Burco,2016,11,4.05
Burtinle,2016,11,1.96
Buuhoodle,2016,11,2.71
Buur Hakaba,2016,11,35.78
Cabudwaaq,2016,11,4.77
Cadaado,2016,11,4.14
Cadale,2016,11,22.99
Caluula,2016,11,4.71
Caynabo,2016,11,3.04
Ceel Afweyn,2016,11,2.47
Ceel Barde,2016,11,6.24
Ceel Buur,2016,11,6.57
Ceel Dheer,2016,11,16
Ceel Waaq,2016,11,59.02
Ceerigaabo,2016,11,2.24
Dhuusamarreeb,2016,11,4.82
Diinsoor,2016,11,76.97
Doolow,2016,11,13.04
Eyl,2016,11,3.66
Gaalkacyo,2016,11,2.96
Galdogob,2016,11,3.05
Garbahaarey,2016,11,25.29
Garoowe,2016,11,1.89
Gebiley,2016,11,15.82
Hargeysa,2016,11,6.25
Hobyo,2016,11,3.31
Iskushuban,2016,11,5.2
Jalalaqsi,2016,11,14.64
Jamaame,2016,11,37.14
Jariiban,2016,11,3.13
Jilib,2016,11,73.95
Jowhar,2016,11,18.7
Kismaayo,2016,11,59.16
Kurtunwaarey,2016,11,55.39
Laas Caanood,2016,11,2.32
Laasqoray,2016,11,1.72
Lughaye,2016,11,20.73
Luuq,2016,11,20.96
Marka,2016,11,35.18
Owdweyne,2016,11,4.49
Qandala,2016,11,2.03
Qansax Dheere,2016,11,39.4
Qardho,2016,11,2.03
Qoryooley,2016,11,43.25
Rab Dhuure,2016,11,12.47
Saakow,2016,11,85.84
Sablaale,2016,11,78.92
Sheikh,2016,11,3.82
Taleex,2016,11,2.31
Tayeeglow,2016,11,9.48
Waajid,2016,11,17.61
Wanla Weyn,2016,11,23.95
Xarardheere,2016,11,5.77
Xudun,2016,11,2.4
Xudur,2016,11,6.93
Zeylac,2016,11,27.07
Adan Yabaal,2016,12,6.52
Afgooye,2016,12,7.24
Afmadow,2016,12,35.96
Baardheere,2016,12,48.61
Badhaadhe,2016,12,28.23
Baki,2016,12,6.92
Balcad,2016,12,7.48
Banadir,2016,12,6.05
Bandarbeyla,2016,12,53.04
Baraawe,2016,12,6.3
Baydhaba,2016,12,4.31
Belet Weyne,2016,12,1.43
Belet Xaawo,2016,12,23.7
Berbera,2016,12,9.58
Borama,2016,12,4.02
Bossaso,2016,12,38.44
Bu'aale,2016,12,24.77
Bulo Burto,2016,12,2.68
Burco,2016,12,2.21
Burtinle,2016,12,0.83
Buuhoodle,2016,12,2.99
Buur Hakaba,2016,12,4.35
Cabudwaaq,2016,12,0.91
Cadaado,2016,12,0.54
Cadale,2016,12,8.08
Caluula,2016,12,56.42
Caynabo,2016,12,1.9
Ceel Afweyn,2016,12,3.3
Ceel Barde,2016,12,0.85
Ceel Buur,2016,12,3.56
Ceel Dheer,2016,12,5.2
Ceel Waaq,2016,12,44.76
Ceerigaabo,2016,12,2.66
Dhuusamarreeb,2016,12,0.71
Diinsoor,2016,12,17.5
Doolow,2016,12,15.89
Eyl,2016,12,3.55
Gaalkacyo,2016,12,1.1
Galdogob,2016,12,2.49
Garbahaarey,2016,12,13.27
Garoowe,2016,12,0.54
Gebiley,2016,12,2.9
Hargeysa,2016,12,2.44
Hobyo,2016,12,3.08
Iskushuban,2016,12,24.49
Jalalaqsi,2016,12,3.82
Jamaame,2016,12,9.77
Jariiban,2016,12,2.71
Jilib,2016,12,23.16
Jowhar,2016,12,5.15
Kismaayo,2016,12,27.33
Kurtunwaarey,2016,12,6.99
Laas Caanood,2016,12,1.68
Laasqoray,2016,12,7.79
Lughaye,2016,12,7.73
Luuq,2016,12,10.23
Marka,2016,12,5.16
Owdweyne,2016,12,3.25
Qandala,2016,12,46.16
Qansax Dheere,2016,12,10.1
Qardho,2016,12,6.39
Qoryooley,2016,12,6.33
Rab Dhuure,2016,12,3.1
Saakow,2016,12,47.29
Sablaale,2016,12,14
Sheikh,2016,12,10.27
Taleex,2016,12,0.47
Tayeeglow,2016,12,1.98
Waajid,2016,12,3.53
Wanla Weyn,2016,12,4.98
Xarardheere,2016,12,9.52
Xudun,2016,12,1.68
Xudur,2016,12,0.94
Zeylac,2016,12,8.56
Adan Yabaal,2017,1,2.36
Afgooye,2017,1,1.06
Afmadow,2017,1,2.27
Baardheere,2017,1,1.41
Badhaadhe,2017,1,5.15
Baki,2017,1,5.6
Balcad,2017,1,1.24
Banadir,2017,1,0.54
Bandarbeyla,2017,1,1.09
Baraawe,2017,1,0.44
Baydhaba,2017,1,1.16
Belet Weyne,2017,1,0.97
Belet Xaawo,2017,1,1.3
Berbera,2017,1,3.52
Borama,2017,1,3.78
Bossaso,2017,1,0.42
Bu'aale,2017,1,1.14
Bulo Burto,2017,1,1.87
Burco,2017,1,1.82
Burtinle,2017,1,1.04
Buuhoodle,2017,1,0.9
Buur Hakaba,2017,1,0.82
Cabudwaaq,2017,1,1.16
Cadaado,2017,1,2.12
Cadale,2017,1,1.71
Caluula,2017,1,1.03
Caynabo,2017,1,1.85
Ceel Afweyn,2017,1,2.59
Ceel Barde,2017,1,0.71
Ceel Buur,2017,1,3.43
Ceel Dheer,2017,1,3.41
Ceel Waaq,2017,1,1.31
Ceerigaabo,2017,1,2.15
Dhuusamarreeb,2017,1,2.35
Diinsoor,2017,1,0.93
Doolow,2017,1,1
Eyl,2017,1,2.07
Gaalkacyo,2017,1,0.5
Galdogob,2017,1,0.26
Garbahaarey,2017,1,1.18
Garoowe,2017,1,1.56
Gebiley,2017,1,2.07
Hargeysa,2017,1,2.17
Hobyo,2017,1,0.93
Iskushuban,2017,1,0.52
Jalalaqsi,2017,1,2.06
Jamaame,2017,1,1.14
Jariiban,2017,1,0.94
Jilib,2017,1,1.31
Jowhar,2017,1,1.65
Kismaayo,2017,1,2.36
Kurtunwaarey,2017,1,0.69
Laas Caanood,2017,1,0.96
Laasqoray,2017,1,0.32
Lughaye,2017,1,7.03
Luuq,2017,1,0.88
Marka,2017,1,0.84
Owdweyne,2017,1,2.28
Qandala,2017,1,0.49
Qansax Dheere,2017,1,1.06
Qardho,2017,1,0.19
Qoryooley,2017,1,0.85
Rab Dhuure,2017,1,0.4
Saakow,2017,1,0.94
Sablaale,2017,1,0.74
Sheikh,2017,1,2.43
Taleex,2017,1,0.6
Tayeeglow,2017,1,0.63
Waajid,2017,1,0.65
Wanla Weyn,2017,1,1.37
Xarardheere,2017,1,3.23
Xudun,2017,1,1.33
Xudur,2017,1,0.46
Zeylac,2017,1,7
Adan Yabaal,2017,2,1.13
Afgooye,2017,2,0.64
Afmadow,2017,2,6.83
Baardheere,2017,2,5.17
Badhaadhe,2017,2,3.08
Baki,2017,2,3.11
Balcad,2017,2,0.8
Banadir,2017,2,0.94
Bandarbeyla,2017,2,0.39
Baraawe,2017,2,0.39
Baydhaba,2017,2,0.99
Belet Weyne,2017,2,0.81
Belet Xaawo,2017,2,3.17
Berbera,2017,2,0.75
Borama,2017,2,5.89
Bossaso,2017,2,0.78
Bu'aale,2017,2,1.87
Bulo Burto,2017,2,0.92
Burco,2017,2,1.94
Burtinle,2017,2,0.7
Buuhoodle,2017,2,1.23
Buur Hakaba,2017,2,1.04
Cabudwaaq,2017,2,1.7
Cadaado,2017,2,0.68
Cadale,2017,2,1.25
Caluula,2017,2,0.19
Caynabo,2017,2,1.26
Ceel Afweyn,2017,2,1.77
Ceel Barde,2017,2,0.99
Ceel Buur,2017,2,1.06
Ceel Dheer,2017,2,1.22
Ceel Waaq,2017,2,5.93
Ceerigaabo,2017,2,2.29
Dhuusamarreeb,2017,2,0.91
Diinsoor,2017,2,1.41
Doolow,2017,2,2.41
Eyl,2017,2,0.52
Gaalkacyo,2017,2,0.5
Galdogob,2017,2,0.5
Garbahaarey,2017,2,1.53
Garoowe,2017,2,0.49
Gebiley,2017,2,3.07
Hargeysa,2017,2,2.17
Hobyo,2017,2,0.7
Iskushuban,2017,2,0.25
Jalalaqsi,2017,2,1.22
Jamaame,2017,2,1.9
Jariiban,2017,2,0.65
Jilib,2017,2,1.67
Jowhar,2017,2,1.19
Kismaayo,2017,2,2.49
Kurtunwaarey,2017,2,0.67
Laas Caanood,2017,2,0.61
Laasqoray,2017,2,1.11
Lughaye,2017,2,2.84
Luuq,2017,2,0.92
Marka,2017,2,0.21
Owdweyne,2017,2,2.37
Qandala,2017,2,0.76
Qansax Dheere,2017,2,1.39
Qardho,2017,2,0.62
Qoryooley,2017,2,0.49
Rab Dhuure,2017,2,0.8
Saakow,2017,2,3.06
Sablaale,2017,2,0.87
Sheikh,2017,2,2.53
Taleex,2017,2,0.69
Tayeeglow,2017,2,0.55
Waajid,2017,2,0.81
Wanla Weyn,2017,2,0.99
Xarardheere,2017,2,1.72
Xudun,2017,2,0.49
Xudur,2017,2,0.52
Zeylac,2017,2,6.04
Adan Yabaal,2017,3,7.86
Afgooye,2017,3,1.68
Afmadow,2017,3,4.73
Baardheere,2017,3,6.97
Badhaadhe,2017,3,7.49
Baki,2017,3,17.39
Balcad,2017,3,3.64
Banadir,2017,3,2.11
Bandarbeyla,2017,3,1.83
Baraawe,2017,3,1.82
Baydhaba,2017,3,8.23
Belet Weyne,2017,3,4.04
Belet Xaawo,2017,3,5.05
Berbera,2017,3,4.36
Borama,2017,3,40.92
Bossaso,2017,3,2.98
Bu'aale,2017,3,3.52
Bulo Burto,2017,3,5.97
Burco,2017,3,5.03
Burtinle,2017,3,3.62
Buuhoodle,2017,3,5.93
Buur Hakaba,2017,3,3.01
Cabudwaaq,2017,3,3.83
Cadaado,2017,3,3.73
Cadale,2017,3,7.41
Caluula,2017,3,1.55
Caynabo,2017,3,2.97
Ceel Afweyn,2017,3,3.99
Ceel Barde,2017,3,5.94
Ceel Buur,2017,3,8.01
Ceel Dheer,2017,3,9.3
Ceel Waaq,2017,3,7.98
Ceerigaabo,2017,3,17.03
Dhuusamarreeb,2017,3,8.37
Diinsoor,2017,3,5.22
Doolow,2017,3,3.57
Eyl,2017,3,2.96
Gaalkacyo,2017,3,2.46
Galdogob,2017,3,3.21
Garbahaarey,2017,3,7.23
Garoowe,2017,3,2.88
Gebiley,2017,3,22.16
Hargeysa,2017,3,14.79
Hobyo,2017,3,7.63
Iskushuban,2017,3,1.86
Jalalaqsi,2017,3,7.03
Jamaame,2017,3,2.7
Jariiban,2017,3,4.64
Jilib,2017,3,2.12
Jowhar,2017,3,4.46
Kismaayo,2017,3,5.29
Kurtunwaarey,2017,3,2.78
Laas Caanood,2017,3,2.69
Laasqoray,2017,3,9.17
Lughaye,2017,3,12.18
Luuq,2017,3,6.31
Marka,2017,3,1.67
Owdweyne,2017,3,8.44
Qandala,2017,3,4.37
Qansax Dheere,2017,3,8.26
Qardho,2017,3,4.76
Qoryooley,2017,3,1.98
Rab Dhuure,2017,3,9.51
Saakow,2017,3,4.91
Sablaale,2017,3,2.32
Sheikh,2017,3,7.62
Taleex,2017,3,4.39
Tayeeglow,2017,3,5.6
Waajid,2017,3,9.42
Wanla Weyn,2017,3,2.92
Xarardheere,2017,3,12.85
Xudun,2017,3,1.66
Xudur,2017,3,5.84
Zeylac,2017,3,15.73
Adan Yabaal,2017,4,35.04
Afgooye,2017,4,32.97
Afmadow,2017,4,136
Baardheere,2017,4,110
Badhaadhe,2017,4,119
Baki,2017,4,8.77
Balcad,2017,4,31.28
Banadir,2017,4,31.01
Bandarbeyla,2017,4,17.99
Baraawe,2017,4,74.59
Baydhaba,2017,4,88.66
Belet Weyne,2017,4,24.51
Belet Xaawo,2017,4,79.92
Berbera,2017,4,21.38
Borama,2017,4,14.24
Bossaso,2017,4,20.84
Bu'aale,2017,4,135
Bulo Burto,2017,4,32.45
Burco,2017,4,16.87
Burtinle,2017,4,13.58
Buuhoodle,2017,4,13.82
Buur Hakaba,2017,4,79.56
Cabudwaaq,2017,4,18.74
Cadaado,2017,4,10.35
Cadale,2017,4,29.23
Caluula,2017,4,10.16
Caynabo,2017,4,15.78
Ceel Afweyn,2017,4,14.04
Ceel Barde,2017,4,44.98
Ceel Buur,2017,4,23.15
Ceel Dheer,2017,4,29.7
Ceel Waaq,2017,4,102
Ceerigaabo,2017,4,10.56
Dhuusamarreeb,2017,4,16.51
Diinsoor,2017,4,109
Doolow,2017,4,59.76
Eyl,2017,4,24.57
Gaalkacyo,2017,4,9.98
Galdogob,2017,4,11.22
Garbahaarey,2017,4,79.13
Garoowe,2017,4,17.32
Gebiley,2017,4,12.62
Hargeysa,2017,4,14.76
Hobyo,2017,4,14.03
Iskushuban,2017,4,14.47
Jalalaqsi,2017,4,29.58
Jamaame,2017,4,123
Jariiban,2017,4,17.47
Jilib,2017,4,130
Jowhar,2017,4,27.65
Kismaayo,2017,4,100
Kurtunwaarey,2017,4,59.76
Laas Caanood,2017,4,9.15
Laasqoray,2017,4,16.88
Lughaye,2017,4,5.03
Luuq,2017,4,71.87
Marka,2017,4,27.53
Owdweyne,2017,4,12.29
Qandala,2017,4,25.82
Qansax Dheere,2017,4,119
Qardho,2017,4,16.69
Qoryooley,2017,4,38.49
Rab Dhuure,2017,4,78.84
Saakow,2017,4,136
Sablaale,2017,4,111
Sheikh,2017,4,32.19
Taleex,2017,4,11.28
Tayeeglow,2017,4,42.32
Waajid,2017,4,83.44
Wanla Weyn,2017,4,34.82
Xarardheere,2017,4,19.36
Xudun,2017,4,10.3
Xudur,2017,4,47.98
Zeylac,2017,4,4.48
Adan Yabaal,2017,5,40.57
Afgooye,2017,5,70.32
Afmadow,2017,5,123
Baardheere,2017,5,84.55
Badhaadhe,2017,5,161
Baki,2017,5,39.93
Balcad,2017,5,49.4
Banadir,2017,5,75.27
Bandarbeyla,2017,5,51.32
Baraawe,2017,5,120
Baydhaba,2017,5,67.51
Belet Weyne,2017,5,51.04
Belet Xaawo,2017,5,55.81
Berbera,2017,5,38.6
Borama,2017,5,76.94
Bossaso,2017,5,31.67
Bu'aale,2017,5,166
Bulo Burto,2017,5,47.38
Burco,2017,5,79.97
Burtinle,2017,5,76.1
Buuhoodle,2017,5,92.31
Buur Hakaba,2017,5,90.93
Cabudwaaq,2017,5,38.46
Cadaado,2017,5,35.95
Cadale,2017,5,39.19
Caluula,2017,5,20.86
Caynabo,2017,5,74.16
Ceel Afweyn,2017,5,64.53
Ceel Barde,2017,5,39.31
Ceel Buur,2017,5,35.24
Ceel Dheer,2017,5,42.45
Ceel Waaq,2017,5,69.09
Ceerigaabo,2017,5,58.47
Dhuusamarreeb,2017,5,32.04
Diinsoor,2017,5,114
Doolow,2017,5,46.31
Eyl,2017,5,82.82
Gaalkacyo,2017,5,52.54
Galdogob,2017,5,67.38
Garbahaarey,2017,5,66.29
Garoowe,2017,5,95.97
Gebiley,2017,5,99.5
Hargeysa,2017,5,67.9
Hobyo,2017,5,24.82
Iskushuban,2017,5,26.03
Jalalaqsi,2017,5,41.84
Jamaame,2017,5,154
Jariiban,2017,5,35.39
Jilib,2017,5,210
Jowhar,2017,5,39.78
Kismaayo,2017,5,128
Kurtunwaarey,2017,5,119
Laas Caanood,2017,5,71.16
Laasqoray,2017,5,50.4
Lughaye,2017,5,12.4
Luuq,2017,5,60.47
Marka,2017,5,61.99
Owdweyne,2017,5,63.18
Qandala,2017,5,29.21
Qansax Dheere,2017,5,65.94
Qardho,2017,5,73.29
Qoryooley,2017,5,80.69
Rab Dhuure,2017,5,41.62
Saakow,2017,5,116
Sablaale,2017,5,159
Sheikh,2017,5,52.33
Taleex,2017,5,49.21
Tayeeglow,2017,5,38.54
Waajid,2017,5,44.5
Wanla Weyn,2017,5,42.33
Xarardheere,2017,5,28.84
Xudun,2017,5,75.89
Xudur,2017,5,39.56
Zeylac,2017,5,21.15
Adan Yabaal,2017,6,5.97
Afgooye,2017,6,12.88
Afmadow,2017,6,37.59
Baardheere,2017,6,8.63
Badhaadhe,2017,6,63.54
Baki,2017,6,2.9
Balcad,2017,6,16.39
Banadir,2017,6,22.92
Bandarbeyla,2017,6,1.27
Baraawe,2017,6,30.16
Baydhaba,2017,6,10.02
Belet Weyne,2017,6,3.41
Belet Xaawo,2017,6,3.87
Berbera,2017,6,1.07
Borama,2017,6,8
Bossaso,2017,6,5.48
Bu'aale,2017,6,38.62
Bulo Burto,2017,6,3.24
Burco,2017,6,4.73
Burtinle,2017,6,1.31
Buuhoodle,2017,6,1.51
Buur Hakaba,2017,6,13.48
Cabudwaaq,2017,6,1.48
Cadaado,2017,6,1.62
Cadale,2017,6,10.13
Caluula,2017,6,1.19
Caynabo,2017,6,3.94
Ceel Afweyn,2017,6,5.51
Ceel Barde,2017,6,1.22
Ceel Buur,2017,6,1.49
Ceel Dheer,2017,6,6.57
Ceel Waaq,2017,6,5.97
Ceerigaabo,2017,6,10.34
Dhuusamarreeb,2017,6,1.06
Diinsoor,2017,6,13.99
Doolow,2017,6,1.02
Eyl,2017,6,1.56
Gaalkacyo,2017,6,1.76
Galdogob,2017,6,1.49
Garbahaarey,2017,6,4.15
Garoowe,2017,6,1.01
Gebiley,2017,6,12.98
Hargeysa,2017,6,11.65
Hobyo,2017,6,1.39
Iskushuban,2017,6,1.69
Jalalaqsi,2017,6,5.33
Jamaame,2017,6,58.16
Jariiban,2017,6,1.62
Jilib,2017,6,42.58
Jowhar,2017,6,5.98
Kismaayo,2017,6,69.66
Kurtunwaarey,2017,6,20.7
Laas Caanood,2017,6,0.81
Laasqoray,2017,6,6.76
Lughaye,2017,6,0.39
Luuq,2017,6,3.4
Marka,2017,6,20.19
Owdweyne,2017,6,9.19
Qandala,2017,6,5.19
Qansax Dheere,2017,6,6.65
Qardho,2017,6,2.35
Qoryooley,2017,6,16.39
Rab Dhuure,2017,6,1.07
Saakow,2017,6,21.51
Sablaale,2017,6,28.5
Sheikh,2017,6,3.93
Taleex,2017,6,2.83
Tayeeglow,2017,6,4.03
Waajid,2017,6,6.52
Wanla Weyn,2017,6,10.49
Xarardheere,2017,6,3.87
Xudun,2017,6,1.93
Xudur,2017,6,1.33
Zeylac,2017,6,1.15
Adan Yabaal,2017,7,24.37
Afgooye,2017,7,21.71
Afmadow,2017,7,27.68
Baardheere,2017,7,13.31
Badhaadhe,2017,7,24.08
Baki,2017,7,5.72
Balcad,2017,7,22.44
Banadir,2017,7,40.37
Bandarbeyla,2017,7,0.15
Baraawe,2017,7,31.7
Baydhaba,2017,7,20.63
Belet Weyne,2017,7,7.17
Belet Xaawo,2017,7,6.31
Berbera,2017,7,1.4
Borama,2017,7,14.67
Bossaso,2017,7,0.72
Bu'aale,2017,7,22.45
Bulo Burto,2017,7,12.39
Burco,2017,7,3.66
Burtinle,2017,7,0.11
Buuhoodle,2017,7,2.44
Buur Hakaba,2017,7,21.65
Cabudwaaq,2017,7,3.3
Cadaado,2017,7,1.58
Cadale,2017,7,26.45
Caluula,2017,7,0.18
Caynabo,2017,7,2.87
Ceel Afweyn,2017,7,2.39
Ceel Barde,2017,7,10.79
Ceel Buur,2017,7,7.36
Ceel Dheer,2017,7,27.66
Ceel Waaq,2017,7,10.18
Ceerigaabo,2017,7,1.93
Dhuusamarreeb,2017,7,5.23
Diinsoor,2017,7,14.65
Doolow,2017,7,0.28
Eyl,2017,7,0.05
Gaalkacyo,2017,7,0.54
Galdogob,2017,7,0.35
Garbahaarey,2017,7,6.7
Garoowe,2017,7,0.09
Gebiley,2017,7,11.99
Hargeysa,2017,7,5.51
Hobyo,2017,7,3.13
Iskushuban,2017,7,0.28
Jalalaqsi,2017,7,11.56
Jamaame,2017,7,30.72
Jariiban,2017,7,0.65
Jilib,2017,7,38.42
Jowhar,2017,7,12.38
Kismaayo,2017,7,31.08
Kurtunwaarey,2017,7,29.52
Laas Caanood,2017,7,0.19
Laasqoray,2017,7,1.29
Lughaye,2017,7,1.93
Luuq,2017,7,2.47
Marka,2017,7,29.8
Owdweyne,2017,7,4.65
Qandala,2017,7,0.86
Qansax Dheere,2017,7,11.79
Qardho,2017,7,0.52
Qoryooley,2017,7,26.71
Rab Dhuure,2017,7,1.51
Saakow,2017,7,16.26
Sablaale,2017,7,28.46
Sheikh,2017,7,4.4
Taleex,2017,7,0.67
Tayeeglow,2017,7,30.27
Waajid,2017,7,11.6
Wanla Weyn,2017,7,12.43
Xarardheere,2017,7,18.7
Xudun,2017,7,1.14
Xudur,2017,7,11.34
Zeylac,2017,7,7.24
Adan Yabaal,2017,8,18.68
Afgooye,2017,8,6.29
Afmadow,2017,8,17.37
